Customer ID,Name,Address,Email,Phone Number,Date of Birth,Social-Security-Number,Account-Number,Transaction-history,Financial-Information,Cookies,IP-Address,Device-Information,Country,Age,Gender,Rule_ID
794142,1,1,1,1,1,1,1,1,0,1,1,1,India,65,female,13
830406,1,1,0,1,1,1,0,1,0,0,1,1,USA,71,female,13
436334,1,1,1,1,1,1,1,1,0,0,1,1,France,33,male,13
948642,1,1,1,1,1,1,1,1,0,0,0,1,China,23,female,13
383193,1,1,1,1,1,1,1,1,0,0,0,0,France,44,female,1
871904,1,1,1,1,1,1,1,1,0,1,1,1,India,57,male,13
137396,1,1,1,1,1,1,1,1,0,1,0,0,Brazil,20,male,13
803036,1,1,1,1,1,1,1,1,0,1,1,1,Germany,61,male,13
837266,0,0,0,0,0,0,0,0,0,0,0,0,UK,54,male,0
591446,1,1,1,1,1,1,1,1,0,1,0,1,UK,43,male,13
198631,0,1,0,0,1,0,1,1,0,1,1,0,China,27,male,13
996529,0,0,0,1,0,0,1,0,0,0,1,0,China,28,male,13
975447,1,0,0,1,1,0,1,1,0,0,0,1,Japan,50,male,13
716406,1,1,1,0,0,1,1,1,0,1,1,0,India,30,female,13
944810,0,0,0,1,0,0,0,1,0,1,0,0,Germany,39,female,13
409951,0,0,0,0,0,0,0,0,0,1,0,0,China,23,female,3
274867,1,1,0,0,1,0,1,1,0,1,1,1,China,26,male,13
893209,1,1,1,1,1,1,1,1,0,1,0,1,Japan,68,female,13
259265,1,1,1,1,0,1,1,1,0,1,0,0,India,21,female,13
439432,1,1,0,1,1,1,1,1,0,1,0,0,China,64,male,13
944193,1,1,1,1,1,1,1,1,0,0,1,0,Brazil,39,male,13
445421,0,0,0,0,0,0,0,1,0,1,0,1,UK,37,female,13
738313,1,1,1,1,1,1,1,1,0,1,0,1,Japan,58,female,13
684476,0,0,0,0,1,0,1,0,0,0,0,0,France,71,male,1
394830,1,1,1,1,1,1,1,1,0,0,1,0,Australia,22,male,13
152508,1,1,1,1,1,1,1,0,0,1,1,1,Japan,59,female,13
597249,1,1,1,1,1,1,1,1,0,0,1,1,Japan,61,female,13
308330,1,0,0,1,1,1,0,1,0,1,1,1,UK,40,male,13
984805,1,1,1,1,1,1,1,0,0,0,0,0,China,63,female,1
460319,0,0,1,0,1,0,0,1,0,0,1,0,Brazil,32,female,13
486616,0,0,0,0,0,0,0,1,0,1,1,0,USA,21,male,13
476124,1,1,1,1,1,1,1,1,0,0,1,1,Germany,52,male,13
417042,1,1,1,1,1,1,1,1,0,0,1,0,China,67,male,13
372840,1,1,1,1,1,1,1,1,0,0,1,0,USA,72,male,13
134630,1,1,1,1,0,1,1,1,0,1,0,1,France,34,male,13
231761,0,0,0,0,0,0,0,0,0,1,0,0,UK,64,female,3
418306,1,1,0,1,1,0,1,0,0,1,1,1,Germany,70,male,13
354931,0,0,0,0,0,0,0,0,0,1,0,0,Canada,41,female,3
381176,0,1,1,1,1,0,0,0,0,0,0,0,Germany,59,male,1
378215,0,0,0,1,0,0,1,0,0,0,1,0,Japan,27,female,13
752778,0,1,1,1,1,0,0,0,0,1,0,0,USA,24,female,13
783223,0,0,0,0,0,1,0,0,0,1,0,0,UK,41,male,13
105541,0,0,1,0,0,0,1,0,0,1,0,0,Japan,46,female,13
248216,1,1,1,1,1,1,1,1,0,1,1,1,India,58,male,13
756915,1,1,1,1,1,1,1,1,0,0,0,1,France,71,male,13
132825,1,1,1,1,1,1,1,1,0,1,0,1,India,65,female,13
573236,1,1,1,1,1,1,1,1,0,0,0,0,USA,20,male,1
781706,0,1,0,0,1,1,0,0,0,0,0,1,Brazil,53,male,13
227390,1,1,1,1,0,1,0,1,0,0,1,0,Australia,31,male,13
865193,0,1,1,1,1,0,1,0,0,0,1,0,Australia,70,female,13
684900,1,1,1,1,0,0,1,1,0,1,1,1,UK,56,male,13
887718,1,1,0,0,1,1,1,0,0,1,0,0,Japan,49,female,13
484687,1,1,1,0,0,1,1,1,0,0,1,0,India,71,male,13
911048,1,1,1,1,1,1,1,1,0,0,1,0,India,35,male,13
270074,0,0,1,0,0,0,0,0,0,1,1,0,Australia,69,female,13
314494,1,0,1,0,1,0,1,1,0,1,1,1,China,66,female,13
173552,1,1,1,1,1,1,1,1,0,1,1,0,India,40,male,13
976192,0,0,0,0,0,0,0,1,0,0,1,1,India,29,male,13
990201,0,0,1,0,1,0,1,0,0,1,0,0,Brazil,18,female,13
421321,1,1,1,1,1,1,1,1,0,1,1,1,Brazil,37,male,13
769740,0,0,0,0,1,0,0,0,0,1,0,1,China,75,male,13
457184,1,1,0,0,0,1,1,1,0,0,0,0,Germany,39,male,1
727707,1,0,1,0,1,0,1,0,0,0,0,0,China,52,male,1
695380,0,1,1,1,1,1,1,1,0,0,0,1,Brazil,53,male,13
176115,0,0,0,0,1,1,0,0,0,0,0,1,Canada,33,male,13
581619,0,0,1,1,0,1,1,1,0,0,0,1,USA,25,male,13
572781,1,1,0,1,0,1,1,1,0,1,0,0,UK,64,female,13
590598,0,0,0,1,1,0,0,1,0,0,1,0,Australia,22,female,13
368288,1,1,1,1,1,1,1,1,0,0,1,1,Japan,51,male,13
741238,1,0,1,1,1,1,0,1,0,0,1,0,Germany,55,male,13
537950,0,0,0,1,0,0,0,0,0,1,1,1,Canada,46,male,13
989628,0,1,0,1,0,1,1,1,0,0,1,1,UK,23,female,13
505007,1,1,1,1,1,1,1,1,0,1,0,1,China,67,male,13
392239,1,0,1,1,0,0,1,0,0,1,1,0,USA,38,male,13
450979,1,1,1,1,1,1,1,1,0,0,1,1,Japan,68,female,13
359393,0,0,0,0,0,0,0,0,0,0,1,0,Japan,38,female,3
940985,1,1,1,1,1,1,1,1,0,1,0,1,Germany,35,male,13
515439,0,1,1,1,1,1,1,1,0,0,0,0,Japan,73,female,1
446129,1,1,1,1,1,1,1,1,0,1,0,0,UK,33,female,13
524865,0,0,0,0,0,0,1,0,0,1,0,0,Canada,23,male,13
935584,0,0,0,1,0,1,1,0,0,0,1,1,Japan,72,male,13
682985,0,1,1,1,0,0,1,0,0,0,0,0,Australia,48,male,1
523436,1,1,0,1,1,0,1,1,0,1,0,0,India,66,male,13
869421,0,0,0,0,0,0,0,0,0,0,1,0,Australia,69,male,3
278723,0,1,1,0,0,0,0,1,0,1,1,0,Germany,45,female,13
813860,1,0,0,0,0,0,0,1,0,1,0,1,China,55,male,13
109280,1,1,1,0,1,0,0,0,0,1,0,1,India,22,male,13
220522,0,0,0,0,0,0,0,1,0,1,0,1,Japan,26,male,13
885228,0,0,0,0,0,0,0,0,0,1,1,1,USA,38,male,3
370301,0,0,0,0,1,1,0,0,0,0,1,0,Japan,69,male,13
360136,1,0,0,0,0,0,0,1,0,0,0,0,Japan,57,male,1
511703,1,0,1,0,1,1,1,0,0,1,0,0,France,63,female,13
647513,1,1,1,1,1,1,1,1,0,1,0,0,Germany,51,female,13
546471,0,0,0,0,0,0,0,0,0,1,1,0,Japan,43,male,3
974791,1,0,0,0,1,0,0,1,0,0,1,1,China,38,female,13
849576,0,0,0,0,0,0,1,1,0,1,0,1,Germany,49,male,13
663280,1,1,1,0,1,1,1,1,0,0,1,1,China,62,female,13
931429,1,1,0,0,1,1,1,0,0,0,1,0,China,31,male,13
995008,1,1,1,1,1,1,1,1,0,1,1,1,China,52,male,13
151874,0,1,0,1,0,1,0,1,0,0,1,0,Brazil,51,male,13
756286,1,1,0,1,0,0,1,1,0,0,0,1,India,51,male,13
823825,1,1,0,1,0,1,1,1,0,1,1,0,France,46,male,13
767605,1,1,1,1,1,1,1,1,0,1,1,1,China,42,male,13
382445,1,1,1,1,1,1,0,1,0,1,0,0,Japan,56,male,13
112507,1,1,0,1,1,1,0,1,0,1,0,1,Germany,61,male,13
352265,0,0,0,0,0,0,0,0,0,0,1,1,India,60,female,3
330286,1,1,1,1,0,1,1,1,0,1,0,0,Brazil,73,female,13
625627,0,0,0,0,0,0,0,0,0,0,1,1,India,38,male,3
517276,1,1,1,1,1,1,1,1,0,0,1,0,USA,60,male,13
999226,1,0,0,1,0,0,0,0,0,1,1,1,USA,70,female,13
411770,1,1,1,1,1,1,1,1,0,0,0,1,Canada,57,female,13
118367,1,1,1,1,1,1,1,1,0,0,1,1,UK,47,female,13
106952,1,1,1,1,1,1,1,1,0,0,1,0,India,48,male,13
873811,1,1,1,1,1,1,1,1,0,1,0,0,Brazil,63,male,13
867888,1,0,0,1,1,0,0,1,0,1,0,1,Canada,58,female,13
280249,0,0,0,1,1,0,1,0,0,0,1,1,Canada,72,female,13
756410,0,0,1,0,1,1,0,0,0,1,1,1,Australia,67,male,13
950355,1,1,1,1,1,1,1,1,0,1,1,1,India,45,male,13
206228,0,0,0,0,0,0,1,0,0,1,0,0,China,62,female,13
518946,0,0,0,0,1,0,0,0,0,0,0,1,Germany,21,female,13
576501,0,0,0,0,0,1,0,0,0,0,0,0,France,37,female,1
275807,1,0,1,1,1,1,0,1,0,0,1,1,China,50,male,13
804294,0,0,0,1,1,0,0,1,0,0,1,0,USA,26,female,13
415128,1,1,1,1,1,1,1,1,0,0,1,0,Germany,20,male,13
594169,0,0,0,0,0,0,0,0,0,0,0,1,Canada,70,female,3
276241,1,1,1,1,1,1,1,1,0,0,1,0,China,70,male,13
943610,1,1,1,1,1,0,0,0,0,0,1,0,Canada,71,male,13
837446,0,1,1,1,0,1,0,1,0,0,0,1,UK,57,female,13
994344,0,0,0,0,0,0,0,0,0,0,0,1,Australia,30,female,3
752773,1,1,0,1,1,1,1,1,0,1,0,0,Australia,72,female,13
481186,1,1,0,0,0,0,0,0,0,0,1,1,Japan,28,female,13
764308,1,1,1,1,1,1,1,1,0,0,1,0,USA,72,female,13
499410,1,1,1,0,1,1,0,1,0,1,1,0,France,43,female,13
468700,1,0,0,0,0,1,0,0,0,1,1,0,UK,41,female,13
872438,1,1,1,1,1,1,1,1,0,0,1,0,India,75,female,13
167945,1,1,1,1,1,1,1,0,0,1,0,0,Japan,57,female,13
847190,1,1,1,1,1,1,1,1,0,0,0,0,UK,65,male,1
314849,1,0,0,1,1,1,0,0,0,0,0,1,Canada,40,male,13
619067,1,1,1,0,1,1,1,1,0,0,1,1,France,71,female,13
303079,1,1,1,1,1,1,1,1,0,0,1,0,France,25,female,13
479042,0,1,0,1,1,0,1,1,0,0,0,0,Canada,18,male,1
741854,1,1,1,1,1,1,1,1,0,0,0,1,Germany,49,male,13
547956,1,1,0,1,0,1,0,1,0,1,1,0,Japan,69,male,13
808762,0,0,1,0,0,1,1,0,0,0,1,1,China,71,female,13
780081,0,0,1,1,1,0,0,0,0,0,1,1,Japan,65,female,13
661368,1,1,1,1,1,1,1,1,0,1,1,0,Canada,64,male,13
210686,1,1,0,0,0,0,0,0,0,1,0,0,Canada,41,male,13
408909,1,0,0,1,0,1,1,0,0,0,0,0,France,23,female,1
697532,0,0,0,0,0,0,0,0,0,0,0,1,UK,53,male,3
606804,0,0,1,1,0,1,1,1,0,0,0,0,Australia,26,male,1
760419,1,1,1,1,1,1,1,1,0,1,1,0,India,29,male,13
326484,0,0,1,0,1,1,0,0,0,1,0,1,India,63,female,13
273579,1,1,0,1,1,1,1,0,0,1,1,1,Brazil,28,male,13
444369,0,0,0,1,1,1,0,0,0,1,0,0,Japan,45,male,13
879808,1,1,1,1,1,1,1,1,0,1,1,0,India,25,female,13
889438,1,1,1,1,1,1,1,1,0,1,0,0,UK,26,female,13
701062,1,1,1,1,0,1,0,1,0,1,1,1,India,48,male,13
220267,0,0,0,1,0,0,0,0,0,0,0,0,USA,39,male,1
516192,1,1,1,1,1,1,1,1,0,1,1,1,India,56,male,13
784974,1,1,1,1,1,1,1,0,0,0,1,0,Brazil,22,male,13
895235,1,1,1,1,0,1,0,0,0,0,0,0,USA,41,female,1
319018,1,1,1,1,1,1,1,1,0,1,0,0,USA,54,female,13
473571,1,1,1,1,1,1,1,1,0,1,1,1,India,26,male,13
520344,0,0,0,0,0,0,0,1,0,1,1,0,Canada,54,female,13
315084,0,1,0,1,1,1,0,1,0,1,0,0,India,53,male,13
832790,0,1,1,1,1,1,0,1,0,0,0,0,India,24,female,1
386688,0,0,1,1,0,1,1,0,0,1,1,1,Canada,38,female,13
173297,1,0,0,1,0,1,1,1,0,0,1,0,Brazil,27,male,13
999410,0,1,1,0,1,1,1,1,0,1,0,1,Brazil,31,male,13
938731,0,1,1,1,0,0,0,1,0,1,1,0,USA,42,female,13
793378,1,1,1,1,1,1,1,1,0,0,0,1,UK,52,female,13
223246,1,1,1,1,1,1,1,1,0,0,1,1,Brazil,46,male,13
167458,0,1,1,0,1,0,1,0,0,0,1,0,Australia,61,male,13
897233,1,1,0,1,1,1,1,1,0,1,0,0,China,52,male,13
787296,0,1,1,1,0,1,1,1,0,1,1,1,India,75,male,13
584780,0,0,0,0,0,0,0,0,0,0,0,1,USA,42,male,3
624312,1,1,0,1,1,1,1,1,0,1,0,0,India,73,male,13
679278,1,1,1,1,1,1,1,1,0,0,0,0,India,68,female,1
833996,0,0,0,0,0,0,0,0,0,0,0,1,UK,56,female,3
774378,1,1,1,1,1,1,1,1,0,0,0,1,China,35,female,13
381911,1,1,1,1,1,1,1,1,0,1,0,0,India,22,male,13
338161,1,1,1,1,1,1,1,1,0,1,0,0,Canada,32,male,13
192949,0,0,1,1,1,1,0,0,0,1,0,1,China,55,female,13
158489,0,0,0,0,0,0,0,0,0,1,0,1,USA,24,female,3
297430,1,1,1,1,1,1,1,1,0,1,0,1,Brazil,74,male,13
590475,1,0,0,1,0,0,0,0,0,0,0,1,India,30,male,13
510866,1,0,1,0,1,0,0,1,0,0,0,0,Canada,42,male,1
616588,1,1,1,1,1,1,1,1,0,1,0,0,Australia,19,male,13
425153,0,0,0,0,0,0,0,0,0,1,0,1,Japan,74,male,3
166645,0,0,0,1,0,0,0,0,0,1,1,1,Germany,54,male,13
178333,1,1,0,1,0,1,1,1,0,1,0,0,USA,28,male,13
902901,0,0,0,1,1,1,0,0,0,0,0,1,Canada,34,male,13
283431,1,1,1,1,1,1,1,1,0,1,1,0,Germany,44,female,13
447100,0,1,0,0,0,0,1,0,0,0,0,0,India,33,female,1
654377,0,1,1,0,0,0,0,1,0,0,1,1,UK,24,female,13
618061,1,0,0,0,0,0,0,0,0,0,1,0,Germany,52,female,13
726845,1,1,1,1,1,1,1,1,0,0,0,0,Brazil,48,female,1
915821,0,0,0,1,1,0,1,1,0,1,0,1,Japan,58,male,13
453052,0,0,0,0,0,0,0,0,0,1,1,1,Japan,61,male,3
701283,0,1,1,1,0,0,0,1,0,0,0,1,USA,24,male,13
847932,1,1,1,1,1,1,1,1,0,1,1,1,Japan,62,female,13
968628,1,0,0,0,0,1,0,0,0,1,1,0,UK,48,female,13
868892,1,0,1,1,0,1,1,1,0,1,1,0,Germany,33,male,13
780930,1,1,1,1,1,1,1,1,0,0,1,0,UK,45,male,13
881650,0,0,1,1,1,0,1,0,0,0,0,0,India,61,male,1
352090,1,1,1,1,1,1,1,1,0,1,0,1,UK,23,female,13
593520,1,1,0,0,1,0,1,1,0,1,1,0,Canada,41,female,13
813256,1,1,0,1,1,1,1,1,0,1,0,1,Japan,57,male,13
996766,0,0,0,0,0,0,0,0,0,0,1,0,Australia,26,male,3
897952,1,1,0,1,1,1,1,1,0,1,1,1,Germany,40,male,13
272395,1,1,1,1,1,1,1,1,0,1,0,0,India,52,female,13
349347,0,1,1,0,1,1,0,0,0,0,1,0,UK,68,female,13
271793,1,1,1,1,1,1,1,1,0,1,0,1,Canada,26,male,13
756587,1,1,1,1,1,1,1,1,0,0,0,1,UK,39,male,13
540008,0,0,0,0,1,0,1,0,0,1,0,1,Brazil,70,male,13
899700,0,0,1,1,0,0,0,1,0,0,0,0,India,22,female,1
542163,1,1,1,1,1,1,1,1,0,1,1,0,USA,49,female,13
718357,0,0,0,0,0,0,0,0,0,1,0,1,Brazil,22,female,3
274972,0,1,0,1,1,0,1,0,0,1,1,1,China,35,female,13
820702,1,1,0,1,1,0,1,0,0,1,0,1,Germany,37,female,13
454935,0,0,0,0,0,0,0,0,0,1,1,0,Japan,36,female,3
622833,1,1,1,0,1,1,1,1,0,1,0,1,Brazil,31,male,13
612268,1,1,1,1,1,1,0,1,0,0,0,1,Germany,46,female,13
206743,1,1,1,1,1,1,1,1,0,0,1,0,Germany,72,female,13
841061,1,1,1,1,1,1,1,1,0,1,1,0,India,62,male,13
332957,0,0,1,1,0,0,0,0,0,0,0,1,China,67,male,13
519163,1,1,1,1,1,1,1,1,0,1,1,0,India,71,female,13
687891,1,1,1,1,1,1,1,1,0,0,1,0,Australia,37,female,13
667422,1,1,1,1,1,1,1,1,0,1,0,1,UK,74,female,13
244769,1,1,1,1,1,1,1,1,0,1,1,1,China,64,male,13
379606,0,0,0,0,0,1,0,0,0,0,0,1,India,26,female,13
757775,1,1,1,0,0,1,0,1,0,0,0,1,France,58,male,13
549349,1,0,0,1,0,1,0,0,0,0,1,1,Japan,29,female,13
205100,0,1,0,0,1,0,0,0,0,0,0,1,UK,71,female,13
978420,1,1,1,1,1,1,1,1,0,0,1,1,India,57,male,13
447925,1,1,1,1,1,1,1,1,0,1,0,0,Brazil,70,male,13
715111,1,1,1,1,1,1,1,1,0,0,1,0,India,66,male,13
759237,0,1,0,0,0,0,0,1,0,1,0,0,Brazil,55,male,13
888978,1,0,1,0,1,0,0,0,0,0,0,1,Brazil,61,female,13
231442,1,1,1,1,1,1,0,1,0,1,0,0,France,65,female,13
698006,1,1,1,1,1,1,1,1,0,0,0,0,UK,43,female,1
327895,1,1,1,1,1,1,1,1,0,1,0,1,UK,45,male,13
527309,0,0,0,0,0,0,0,0,0,1,0,1,France,48,female,3
613154,0,0,0,1,0,1,1,0,0,0,0,1,Australia,64,male,13
934493,0,0,0,0,0,0,1,1,0,0,0,1,China,64,male,13
762118,1,1,1,1,1,1,1,1,0,0,0,1,Germany,25,female,13
710088,0,0,0,0,0,0,0,0,0,0,1,1,China,36,female,3
134069,1,1,1,1,1,0,1,1,0,1,1,0,India,54,female,13
879201,1,1,1,0,1,1,0,0,0,0,0,1,France,26,male,13
391343,1,1,1,0,0,0,0,1,0,1,0,0,India,46,female,13
979538,1,0,1,0,0,0,0,1,0,0,0,0,Japan,55,male,1
223819,1,1,0,0,0,0,0,1,0,1,0,0,USA,20,female,13
100955,1,1,1,1,1,1,1,1,0,0,1,0,UK,63,male,13
753083,0,0,1,1,0,1,1,1,0,1,1,0,India,72,male,13
280186,0,1,0,1,1,0,0,0,0,1,0,0,Japan,25,male,13
153610,1,1,1,1,1,1,1,1,0,1,1,0,USA,21,male,13
271494,0,0,1,1,1,0,0,1,0,1,1,0,USA,30,male,13
724150,1,0,0,0,1,1,0,1,0,0,0,1,India,27,male,13
113532,0,0,0,0,0,1,0,0,0,1,0,0,China,47,female,13
962943,1,1,1,1,1,1,1,1,0,0,1,1,China,44,male,13
843321,1,1,0,1,0,0,1,1,0,0,1,0,Germany,22,female,13
354466,0,0,0,0,0,1,1,0,0,0,0,0,Japan,35,male,1
875621,1,1,0,0,1,0,1,0,0,1,1,0,UK,75,female,13
778948,1,0,0,0,1,0,0,0,0,0,1,1,India,26,female,13
298289,0,0,0,0,0,0,0,0,0,1,0,1,France,59,female,3
880757,0,0,0,1,1,1,0,0,0,1,1,0,USA,45,female,13
245135,1,1,1,1,1,1,1,1,0,0,1,0,China,24,female,13
932376,1,1,1,1,1,1,1,1,0,0,0,0,USA,41,female,1
515645,1,0,1,0,1,1,1,0,0,0,1,0,Australia,36,female,13
427134,1,0,1,0,1,0,0,1,0,1,0,0,Brazil,25,male,13
972106,0,0,0,0,0,0,0,0,0,0,0,0,Australia,62,female,0
359834,1,1,1,1,1,1,1,1,0,1,1,0,Australia,72,female,13
220108,0,0,0,1,0,0,0,0,0,1,0,0,UK,40,female,13
765056,1,1,0,1,1,0,0,1,0,1,1,0,Canada,42,female,13
736056,1,0,1,0,1,1,1,1,0,1,1,1,Australia,20,female,13
871113,0,0,1,1,0,0,0,0,0,0,0,1,Germany,58,male,13
392116,1,1,1,1,1,1,1,1,0,1,0,1,China,42,male,13
231771,1,1,0,0,0,0,0,0,0,1,0,0,Australia,68,male,13
661370,1,1,1,1,1,1,1,1,0,1,1,0,Canada,71,female,13
880290,0,0,0,0,1,1,0,0,0,1,0,0,UK,22,female,13
715208,1,0,0,1,1,1,1,1,0,0,1,1,Japan,25,female,13
538163,1,1,1,0,1,0,1,1,0,1,1,1,Canada,75,male,13
882915,1,1,1,1,1,1,1,1,0,0,0,1,Brazil,58,male,13
638490,0,0,0,0,0,0,0,0,0,1,1,1,Japan,71,female,3
162082,1,1,0,1,0,0,1,1,0,1,1,0,Australia,41,female,13
262193,0,0,0,1,1,0,0,0,0,1,1,1,UK,32,male,13
533601,0,0,0,0,1,0,1,0,0,0,0,1,USA,30,female,13
600978,1,1,1,1,1,1,1,0,0,0,0,1,China,70,male,13
845339,1,1,1,1,0,1,1,1,0,1,1,1,USA,24,male,13
572931,0,1,1,1,1,1,1,1,0,0,0,1,Japan,48,female,13
233022,0,1,0,1,1,0,1,0,0,0,0,0,Japan,42,female,1
289004,0,0,0,0,0,0,0,0,0,0,0,0,Canada,67,female,0
274474,0,1,1,1,1,1,1,1,0,0,0,1,Brazil,28,female,13
662939,0,0,0,0,1,0,1,1,0,1,0,1,Brazil,39,male,13
981073,1,0,0,0,1,0,1,0,0,1,0,0,Australia,69,male,13
816507,1,1,0,1,0,1,1,1,0,0,1,0,Canada,45,female,13
316982,1,0,0,1,1,1,1,1,0,0,1,0,Germany,23,male,13
204284,1,0,0,1,0,1,0,0,0,1,0,0,Brazil,55,female,13
703341,1,0,1,1,1,1,1,0,0,1,1,0,Canada,55,male,13
597011,1,1,1,1,1,1,1,1,0,0,0,1,Brazil,42,male,13
717495,1,0,0,0,0,0,1,0,0,0,1,1,France,27,male,13
691339,1,1,1,1,1,1,1,1,0,1,1,0,Japan,74,female,13
604244,0,0,0,0,0,1,0,1,0,0,0,0,Australia,57,female,1
742422,1,1,1,1,1,1,1,0,0,1,1,1,USA,53,male,13
895469,0,1,1,0,1,1,0,1,0,0,0,0,China,38,male,1
721390,1,0,0,0,0,0,1,1,0,0,1,1,Japan,63,male,13
543030,1,1,0,0,1,0,1,0,0,0,1,0,India,20,male,13
715190,1,1,1,1,1,1,1,1,0,1,0,0,Australia,60,male,13
336525,1,1,1,0,1,1,1,1,0,1,1,0,Japan,63,female,13
792928,1,1,1,1,1,1,1,1,0,1,1,0,Australia,30,female,13
911544,1,0,0,0,1,1,0,1,0,1,0,1,India,49,female,13
817068,1,0,1,0,1,1,1,1,0,1,1,1,UK,48,male,13
932789,1,1,0,1,1,1,1,0,0,0,1,1,UK,46,male,13
124974,1,0,1,1,1,1,1,0,0,1,0,1,China,63,male,13
634626,1,1,1,1,1,1,1,1,0,1,0,1,UK,70,female,13
133573,1,1,1,1,1,0,1,1,0,0,0,0,China,32,female,1
101020,0,0,1,0,0,0,0,0,0,1,1,1,India,32,male,13
321400,1,1,1,1,1,0,1,1,0,1,0,1,Canada,44,male,13
748519,1,0,1,0,0,0,0,0,0,1,0,1,UK,30,female,13
544806,0,0,1,0,0,0,1,0,0,1,0,0,China,73,female,13
300022,0,1,0,0,1,0,1,0,0,1,1,1,China,35,female,13
501888,1,1,1,1,1,1,0,0,0,0,0,0,Japan,41,female,1
702604,1,1,1,1,1,1,1,1,0,1,1,1,UK,33,female,13
255126,0,0,0,0,0,0,1,0,0,0,1,0,Australia,45,male,13
318519,1,0,1,1,0,1,0,1,0,0,0,1,Japan,18,male,13
226268,1,1,1,1,1,1,1,1,0,1,0,1,UK,28,female,13
116293,1,0,1,0,0,1,0,1,0,1,1,0,UK,75,male,13
195515,0,0,1,0,1,0,0,0,0,0,0,1,Canada,18,female,13
233796,0,0,0,0,1,0,1,0,0,0,1,1,Germany,69,female,13
431171,1,1,1,1,1,1,1,1,0,0,1,0,France,53,female,13
984155,1,1,1,1,1,1,1,1,0,0,1,0,Canada,27,female,13
