Customer ID,Name,Address,Email,Phone Number,Date of Birth,Social-Security-Number,Account-Number,Transaction-history,Financial-Information,Cookies,IP-Address,Device-Information,Country,Age,Gender
869421,0,0,0,0,0,0,0,0,0,0,1,0,Australia,69,male
278723,0,1,1,0,0,0,0,1,0,1,1,0,Germany,45,female
813860,1,0,0,0,0,0,0,1,0,1,0,1,China,55,male
109280,1,1,1,0,1,0,0,0,0,1,0,1,India,22,male
220522,0,0,0,0,0,0,0,1,0,1,0,1,Japan,26,male
885228,0,0,0,0,0,0,0,0,0,1,1,1,USA,38,male
370301,0,0,0,0,1,1,0,0,0,0,1,0,Japan,69,male
360136,1,0,0,0,0,0,0,1,0,0,0,0,Japan,57,male
511703,1,0,1,0,1,1,1,0,0,1,0,0,France,63,female
647513,1,1,1,1,1,1,1,1,0,1,0,0,Germany,51,female
546471,0,0,0,0,0,0,0,0,0,1,1,0,Japan,43,male
974791,1,0,0,0,1,0,0,1,0,0,1,1,China,38,female
849576,0,0,0,0,0,0,1,1,0,1,0,1,Germany,49,male
663280,1,1,1,0,1,1,1,1,0,0,1,1,China,62,female
931429,1,1,0,0,1,1,1,0,0,0,1,0,China,31,male
995008,1,1,1,1,1,1,1,1,0,1,1,1,China,52,male
151874,0,1,0,1,0,1,0,1,0,0,1,0,Brazil,51,male
756286,1,1,0,1,0,0,1,1,0,0,0,1,India,51,male
823825,1,1,0,1,0,1,1,1,0,1,1,0,France,46,male
767605,1,1,1,1,1,1,1,1,0,1,1,1,China,42,male
382445,1,1,1,1,1,1,0,1,0,1,0,0,Japan,56,male
112507,1,1,0,1,1,1,0,1,0,1,0,1,Germany,61,male
352265,0,0,0,0,0,0,0,0,0,0,1,1,India,60,female
330286,1,1,1,1,0,1,1,1,0,1,0,0,Brazil,73,female
625627,0,0,0,0,0,0,0,0,0,0,1,1,India,38,male
517276,1,1,1,1,1,1,1,1,0,0,1,0,USA,60,male
999226,1,0,0,1,0,0,0,0,0,1,1,1,USA,70,female
411770,1,1,1,1,1,1,1,1,0,0,0,1,Canada,57,female
118367,1,1,1,1,1,1,1,1,0,0,1,1,UK,47,female
106952,1,1,1,1,1,1,1,1,0,0,1,0,India,48,male
873811,1,1,1,1,1,1,1,1,0,1,0,0,Brazil,63,male
867888,1,0,0,1,1,0,0,1,0,1,0,1,Canada,58,female
280249,0,0,0,1,1,0,1,0,0,0,1,1,Canada,72,female
756410,0,0,1,0,1,1,0,0,0,1,1,1,Australia,67,male
950355,1,1,1,1,1,1,1,1,0,1,1,1,India,45,male
206228,0,0,0,0,0,0,1,0,0,1,0,0,China,62,female
518946,0,0,0,0,1,0,0,0,0,0,0,1,Germany,21,female
576501,0,0,0,0,0,1,0,0,0,0,0,0,France,37,female
275807,1,0,1,1,1,1,0,1,0,0,1,1,China,50,male
804294,0,0,0,1,1,0,0,1,0,0,1,0,USA,26,female
415128,1,1,1,1,1,1,1,1,0,0,1,0,Germany,20,male
594169,0,0,0,0,0,0,0,0,0,0,0,1,Canada,70,female
276241,1,1,1,1,1,1,1,1,0,0,1,0,China,70,male
943610,1,1,1,1,1,0,0,0,0,0,1,0,Canada,71,male
837446,0,1,1,1,0,1,0,1,0,0,0,1,UK,57,female
994344,0,0,0,0,0,0,0,0,0,0,0,1,Australia,30,female
752773,1,1,0,1,1,1,1,1,0,1,0,0,Australia,72,female
481186,1,1,0,0,0,0,0,0,0,0,1,1,Japan,28,female
764308,1,1,1,1,1,1,1,1,0,0,1,0,USA,72,female
499410,1,1,1,0,1,1,0,1,0,1,1,0,France,43,female
468700,1,0,0,0,0,1,0,0,0,1,1,0,UK,41,female
872438,1,1,1,1,1,1,1,1,0,0,1,0,India,75,female
167945,1,1,1,1,1,1,1,0,0,1,0,0,Japan,57,female
847190,1,1,1,1,1,1,1,1,0,0,0,0,UK,65,male
314849,1,0,0,1,1,1,0,0,0,0,0,1,Canada,40,male
619067,1,1,1,0,1,1,1,1,0,0,1,1,France,71,female
303079,1,1,1,1,1,1,1,1,0,0,1,0,France,25,female
479042,0,1,0,1,1,0,1,1,0,0,0,0,Canada,18,male
741854,1,1,1,1,1,1,1,1,0,0,0,1,Germany,49,male
547956,1,1,0,1,0,1,0,1,0,1,1,0,Japan,69,male
808762,0,0,1,0,0,1,1,0,0,0,1,1,China,71,female
780081,0,0,1,1,1,0,0,0,0,0,1,1,Japan,65,female
661368,1,1,1,1,1,1,1,1,0,1,1,0,Canada,64,male
210686,1,1,0,0,0,0,0,0,0,1,0,0,Canada,41,male
408909,1,0,0,1,0,1,1,0,0,0,0,0,France,23,female
697532,0,0,0,0,0,0,0,0,0,0,0,1,UK,53,male
606804,0,0,1,1,0,1,1,1,0,0,0,0,Australia,26,male
760419,1,1,1,1,1,1,1,1,0,1,1,0,India,29,male
326484,0,0,1,0,1,1,0,0,0,1,0,1,India,63,female
273579,1,1,0,1,1,1,1,0,0,1,1,1,Brazil,28,male
444369,0,0,0,1,1,1,0,0,0,1,0,0,Japan,45,male
879808,1,1,1,1,1,1,1,1,0,1,1,0,India,25,female
889438,1,1,1,1,1,1,1,1,0,1,0,0,UK,26,female
701062,1,1,1,1,0,1,0,1,0,1,1,1,India,48,male
220267,0,0,0,1,0,0,0,0,0,0,0,0,USA,39,male
516192,1,1,1,1,1,1,1,1,0,1,1,1,India,56,male
784974,1,1,1,1,1,1,1,0,0,0,1,0,Brazil,22,male
895235,1,1,1,1,0,1,0,0,0,0,0,0,USA,41,female
319018,1,1,1,1,1,1,1,1,0,1,0,0,USA,54,female
473571,1,1,1,1,1,1,1,1,0,1,1,1,India,26,male
520344,0,0,0,0,0,0,0,1,0,1,1,0,Canada,54,female
315084,0,1,0,1,1,1,0,1,0,1,0,0,India,53,male
832790,0,1,1,1,1,1,0,1,0,0,0,0,India,24,female
386688,0,0,1,1,0,1,1,0,0,1,1,1,Canada,38,female
173297,1,0,0,1,0,1,1,1,0,0,1,0,Brazil,27,male
999410,0,1,1,0,1,1,1,1,0,1,0,1,Brazil,31,male
938731,0,1,1,1,0,0,0,1,0,1,1,0,USA,42,female
793378,1,1,1,1,1,1,1,1,0,0,0,1,UK,52,female
223246,1,1,1,1,1,1,1,1,0,0,1,1,Brazil,46,male
167458,0,1,1,0,1,0,1,0,0,0,1,0,Australia,61,male
897233,1,1,0,1,1,1,1,1,0,1,0,0,China,52,male
787296,0,1,1,1,0,1,1,1,0,1,1,1,India,75,male
584780,0,0,0,0,0,0,0,0,0,0,0,1,USA,42,male
624312,1,1,0,1,1,1,1,1,0,1,0,0,India,73,male
679278,1,1,1,1,1,1,1,1,0,0,0,0,India,68,female
833996,0,0,0,0,0,0,0,0,0,0,0,1,UK,56,female
774378,1,1,1,1,1,1,1,1,0,0,0,1,China,35,female
381911,1,1,1,1,1,1,1,1,0,1,0,0,India,22,male
338161,1,1,1,1,1,1,1,1,0,1,0,0,Canada,32,male
192949,0,0,1,1,1,1,0,0,0,1,0,1,China,55,female
158489,0,0,0,0,0,0,0,0,0,1,0,1,USA,24,female
297430,1,1,1,1,1,1,1,1,0,1,0,1,Brazil,74,male
590475,1,0,0,1,0,0,0,0,0,0,0,1,India,30,male
510866,1,0,1,0,1,0,0,1,0,0,0,0,Canada,42,male
616588,1,1,1,1,1,1,1,1,0,1,0,0,Australia,19,male
425153,0,0,0,0,0,0,0,0,0,1,0,1,Japan,74,male
166645,0,0,0,1,0,0,0,0,0,1,1,1,Germany,54,male
178333,1,1,0,1,0,1,1,1,0,1,0,0,USA,28,male
902901,0,0,0,1,1,1,0,0,0,0,0,1,Canada,34,male
283431,1,1,1,1,1,1,1,1,0,1,1,0,Germany,44,female
447100,0,1,0,0,0,0,1,0,0,0,0,0,India,33,female
654377,0,1,1,0,0,0,0,1,0,0,1,1,UK,24,female
618061,1,0,0,0,0,0,0,0,0,0,1,0,Germany,52,female
726845,1,1,1,1,1,1,1,1,0,0,0,0,Brazil,48,female
915821,0,0,0,1,1,0,1,1,0,1,0,1,Japan,58,male
453052,0,0,0,0,0,0,0,0,0,1,1,1,Japan,61,male
701283,0,1,1,1,0,0,0,1,0,0,0,1,USA,24,male
847932,1,1,1,1,1,1,1,1,0,1,1,1,Japan,62,female
968628,1,0,0,0,0,1,0,0,0,1,1,0,UK,48,female
868892,1,0,1,1,0,1,1,1,0,1,1,0,Germany,33,male
780930,1,1,1,1,1,1,1,1,0,0,1,0,UK,45,male
881650,0,0,1,1,1,0,1,0,0,0,0,0,India,61,male
352090,1,1,1,1,1,1,1,1,0,1,0,1,UK,23,female
593520,1,1,0,0,1,0,1,1,0,1,1,0,Canada,41,female
813256,1,1,0,1,1,1,1,1,0,1,0,1,Japan,57,male
996766,0,0,0,0,0,0,0,0,0,0,1,0,Australia,26,male
897952,1,1,0,1,1,1,1,1,0,1,1,1,Germany,40,male
272395,1,1,1,1,1,1,1,1,0,1,0,0,India,52,female
349347,0,1,1,0,1,1,0,0,0,0,1,0,UK,68,female
271793,1,1,1,1,1,1,1,1,0,1,0,1,Canada,26,male
756587,1,1,1,1,1,1,1,1,0,0,0,1,UK,39,male
540008,0,0,0,0,1,0,1,0,0,1,0,1,Brazil,70,male
899700,0,0,1,1,0,0,0,1,0,0,0,0,India,22,female
542163,1,1,1,1,1,1,1,1,0,1,1,0,USA,49,female
718357,0,0,0,0,0,0,0,0,0,1,0,1,Brazil,22,female
274972,0,1,0,1,1,0,1,0,0,1,1,1,China,35,female
820702,1,1,0,1,1,0,1,0,0,1,0,1,Germany,37,female
454935,0,0,0,0,0,0,0,0,0,1,1,0,Japan,36,female
622833,1,1,1,0,1,1,1,1,0,1,0,1,Brazil,31,male
612268,1,1,1,1,1,1,0,1,0,0,0,1,Germany,46,female
206743,1,1,1,1,1,1,1,1,0,0,1,0,Germany,72,female
841061,1,1,1,1,1,1,1,1,0,1,1,0,India,62,male
332957,0,0,1,1,0,0,0,0,0,0,0,1,China,67,male
519163,1,1,1,1,1,1,1,1,0,1,1,0,India,71,female
687891,1,1,1,1,1,1,1,1,0,0,1,0,Australia,37,female
667422,1,1,1,1,1,1,1,1,0,1,0,1,UK,74,female
244769,1,1,1,1,1,1,1,1,0,1,1,1,China,64,male
379606,0,0,0,0,0,1,0,0,0,0,0,1,India,26,female
757775,1,1,1,0,0,1,0,1,0,0,0,1,France,58,male
549349,1,0,0,1,0,1,0,0,0,0,1,1,Japan,29,female
205100,0,1,0,0,1,0,0,0,0,0,0,1,UK,71,female
978420,1,1,1,1,1,1,1,1,0,0,1,1,India,57,male
447925,1,1,1,1,1,1,1,1,0,1,0,0,Brazil,70,male
715111,1,1,1,1,1,1,1,1,0,0,1,0,India,66,male
759237,0,1,0,0,0,0,0,1,0,1,0,0,Brazil,55,male
888978,1,0,1,0,1,0,0,0,0,0,0,1,Brazil,61,female
231442,1,1,1,1,1,1,0,1,0,1,0,0,France,65,female
698006,1,1,1,1,1,1,1,1,0,0,0,0,UK,43,female
327895,1,1,1,1,1,1,1,1,0,1,0,1,UK,45,male
527309,0,0,0,0,0,0,0,0,0,1,0,1,France,48,female
613154,0,0,0,1,0,1,1,0,0,0,0,1,Australia,64,male
934493,0,0,0,0,0,0,1,1,0,0,0,1,China,64,male
762118,1,1,1,1,1,1,1,1,0,0,0,1,Germany,25,female
710088,0,0,0,0,0,0,0,0,0,0,1,1,China,36,female
134069,1,1,1,1,1,0,1,1,0,1,1,0,India,54,female
879201,1,1,1,0,1,1,0,0,0,0,0,1,France,26,male
391343,1,1,1,0,0,0,0,1,0,1,0,0,India,46,female
979538,1,0,1,0,0,0,0,1,0,0,0,0,Japan,55,male
223819,1,1,0,0,0,0,0,1,0,1,0,0,USA,20,female
100955,1,1,1,1,1,1,1,1,0,0,1,0,UK,63,male
753083,0,0,1,1,0,1,1,1,0,1,1,0,India,72,male
280186,0,1,0,1,1,0,0,0,0,1,0,0,Japan,25,male
153610,1,1,1,1,1,1,1,1,0,1,1,0,USA,21,male
271494,0,0,1,1,1,0,0,1,0,1,1,0,USA,30,male
724150,1,0,0,0,1,1,0,1,0,0,0,1,India,27,male
113532,0,0,0,0,0,1,0,0,0,1,0,0,China,47,female
962943,1,1,1,1,1,1,1,1,0,0,1,1,China,44,male
843321,1,1,0,1,0,0,1,1,0,0,1,0,Germany,22,female
354466,0,0,0,0,0,1,1,0,0,0,0,0,Japan,35,male
875621,1,1,0,0,1,0,1,0,0,1,1,0,UK,75,female
778948,1,0,0,0,1,0,0,0,0,0,1,1,India,26,female
298289,0,0,0,0,0,0,0,0,0,1,0,1,France,59,female
880757,0,0,0,1,1,1,0,0,0,1,1,0,USA,45,female
245135,1,1,1,1,1,1,1,1,0,0,1,0,China,24,female
932376,1,1,1,1,1,1,1,1,0,0,0,0,USA,41,female
515645,1,0,1,0,1,1,1,0,0,0,1,0,Australia,36,female
427134,1,0,1,0,1,0,0,1,0,1,0,0,Brazil,25,male
972106,0,0,0,0,0,0,0,0,0,0,0,0,Australia,62,female
359834,1,1,1,1,1,1,1,1,0,1,1,0,Australia,72,female
220108,0,0,0,1,0,0,0,0,0,1,0,0,UK,40,female
765056,1,1,0,1,1,0,0,1,0,1,1,0,Canada,42,female
736056,1,0,1,0,1,1,1,1,0,1,1,1,Australia,20,female
871113,0,0,1,1,0,0,0,0,0,0,0,1,Germany,58,male
392116,1,1,1,1,1,1,1,1,0,1,0,1,China,42,male
231771,1,1,0,0,0,0,0,0,0,1,0,0,Australia,68,male
661370,1,1,1,1,1,1,1,1,0,1,1,0,Canada,71,female
880290,0,0,0,0,1,1,0,0,0,1,0,0,UK,22,female
715208,1,0,0,1,1,1,1,1,0,0,1,1,Japan,25,female
538163,1,1,1,0,1,0,1,1,0,1,1,1,Canada,75,male
882915,1,1,1,1,1,1,1,1,0,0,0,1,Brazil,58,male
638490,0,0,0,0,0,0,0,0,0,1,1,1,Japan,71,female
162082,1,1,0,1,0,0,1,1,0,1,1,0,Australia,41,female
262193,0,0,0,1,1,0,0,0,0,1,1,1,UK,32,male
533601,0,0,0,0,1,0,1,0,0,0,0,1,USA,30,female
600978,1,1,1,1,1,1,1,0,0,0,0,1,China,70,male
845339,1,1,1,1,0,1,1,1,0,1,1,1,USA,24,male
572931,0,1,1,1,1,1,1,1,0,0,0,1,Japan,48,female
233022,0,1,0,1,1,0,1,0,0,0,0,0,Japan,42,female
289004,0,0,0,0,0,0,0,0,0,0,0,0,Canada,67,female
274474,0,1,1,1,1,1,1,1,0,0,0,1,Brazil,28,female
662939,0,0,0,0,1,0,1,1,0,1,0,1,Brazil,39,male
981073,1,0,0,0,1,0,1,0,0,1,0,0,Australia,69,male
816507,1,1,0,1,0,1,1,1,0,0,1,0,Canada,45,female
316982,1,0,0,1,1,1,1,1,0,0,1,0,Germany,23,male
204284,1,0,0,1,0,1,0,0,0,1,0,0,Brazil,55,female
703341,1,0,1,1,1,1,1,0,0,1,1,0,Canada,55,male
597011,1,1,1,1,1,1,1,1,0,0,0,1,Brazil,42,male
717495,1,0,0,0,0,0,1,0,0,0,1,1,France,27,male
691339,1,1,1,1,1,1,1,1,0,1,1,0,Japan,74,female
604244,0,0,0,0,0,1,0,1,0,0,0,0,Australia,57,female
742422,1,1,1,1,1,1,1,0,0,1,1,1,USA,53,male
895469,0,1,1,0,1,1,0,1,0,0,0,0,China,38,male
721390,1,0,0,0,0,0,1,1,0,0,1,1,Japan,63,male
543030,1,1,0,0,1,0,1,0,0,0,1,0,India,20,male
715190,1,1,1,1,1,1,1,1,0,1,0,0,Australia,60,male
336525,1,1,1,0,1,1,1,1,0,1,1,0,Japan,63,female
792928,1,1,1,1,1,1,1,1,0,1,1,0,Australia,30,female
911544,1,0,0,0,1,1,0,1,0,1,0,1,India,49,female
817068,1,0,1,0,1,1,1,1,0,1,1,1,UK,48,male
932789,1,1,0,1,1,1,1,0,0,0,1,1,UK,46,male
124974,1,0,1,1,1,1,1,0,0,1,0,1,China,63,male
634626,1,1,1,1,1,1,1,1,0,1,0,1,UK,70,female
133573,1,1,1,1,1,0,1,1,0,0,0,0,China,32,female
101020,0,0,1,0,0,0,0,0,0,1,1,1,India,32,male
321400,1,1,1,1,1,0,1,1,0,1,0,1,Canada,44,male
748519,1,0,1,0,0,0,0,0,0,1,0,1,UK,30,female
544806,0,0,1,0,0,0,1,0,0,1,0,0,China,73,female
300022,0,1,0,0,1,0,1,0,0,1,1,1,China,35,female
501888,1,1,1,1,1,1,0,0,0,0,0,0,Japan,41,female
702604,1,1,1,1,1,1,1,1,0,1,1,1,UK,33,female
255126,0,0,0,0,0,0,1,0,0,0,1,0,Australia,45,male
318519,1,0,1,1,0,1,0,1,0,0,0,1,Japan,18,male
226268,1,1,1,1,1,1,1,1,0,1,0,1,UK,28,female
116293,1,0,1,0,0,1,0,1,0,1,1,0,UK,75,male
195515,0,0,1,0,1,0,0,0,0,0,0,1,Canada,18,female
233796,0,0,0,0,1,0,1,0,0,0,1,1,Germany,69,female
431171,1,1,1,1,1,1,1,1,0,0,1,0,France,53,female
984155,1,1,1,1,1,1,1,1,0,0,1,0,Canada,27,female
401736,0,1,1,1,0,0,0,1,0,0,0,1,Australia,32,female
860255,1,0,0,0,0,0,0,0,0,1,0,1,UK,28,male
451810,1,1,1,1,1,1,1,1,0,0,0,0,Germany,51,female
475222,1,1,1,1,1,1,1,1,0,0,1,1,USA,52,male
959698,0,0,0,0,0,1,0,0,0,1,0,0,China,46,female
526452,1,1,1,1,1,1,1,1,0,0,1,1,USA,38,male
657682,1,1,1,1,1,1,1,1,0,0,1,0,Brazil,73,female
657631,1,1,1,1,1,1,1,1,0,0,0,1,Japan,29,male
753146,1,1,1,1,0,1,1,1,0,1,1,1,China,50,male
780055,1,1,1,1,1,1,1,1,0,1,0,0,Australia,56,female
287705,1,1,1,1,1,1,1,1,0,1,0,1,UK,48,female
809843,1,0,1,0,1,0,1,0,0,1,1,1,UK,38,female
311601,0,1,0,1,1,0,1,1,0,1,0,1,Germany,60,male
359051,1,1,1,1,1,1,1,1,0,1,1,0,India,70,female
277251,1,1,0,1,1,1,0,1,0,0,1,1,India,69,female
866521,1,1,0,1,0,1,0,1,0,1,0,0,Canada,31,male
828344,1,1,0,1,0,0,0,0,0,0,0,0,China,54,male
530235,1,0,0,0,0,0,0,1,0,0,1,1,USA,42,female
228288,0,0,0,0,0,0,0,0,0,1,1,0,Canada,73,female
450618,1,1,0,1,0,0,0,1,0,0,0,0,Australia,28,male
112669,1,1,1,1,1,1,1,1,0,1,0,0,Canada,75,female
556782,1,1,1,1,1,1,1,1,0,0,0,1,Canada,44,female
443220,0,0,0,0,0,0,0,0,0,0,1,1,China,67,female
