Customer ID,Name,Address,Email,Phone Number,Date of Birth,Social-Security-Number,Account-Number,Transaction-history,Financial-Information,Cookies,IP-Address,Device-Information,Country,Age,Gender,Rule_ID
316292,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,Germany,24,male,1
501818,0.2,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Canada,38,male,1
527123,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Japan,47,female,1
310243,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,China,24,male,1
916433,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,USA,49,female,1
338925,0.8,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,France,19,male,1
936312,0.8,0.8,0.8,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,Canada,59,female,1
552341,0.2,0.8,0.8,0.8,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,Germany,38,male,1
954003,0.8,0.2,0.8,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,Germany,42,male,1
309042,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Germany,66,male,1
310469,0.8,0.2,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,Brazil,32,male,1
824072,0.2,0.2,0.2,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,Australia,54,female,1
222231,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,France,72,female,1
465189,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,France,74,male,1
374795,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,UK,59,male,1
950997,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,Japan,38,male,1
108802,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,China,71,female,1
847030,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,USA,23,male,1
134429,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,China,43,female,1
775266,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Brazil,66,female,1
265280,0.2,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,Australia,23,male,1
455651,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,USA,37,female,1
346985,0.2,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,Australia,25,female,1
936808,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,Canada,31,female,1
738486,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.2,India,71,male,1
717230,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Brazil,48,male,1
811145,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,Brazil,31,male,1
921416,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,China,49,male,1
487796,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,USA,29,female,1
795662,0.2,0.2,0.8,0.8,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.2,China,57,male,1
545919,0.8,0.8,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Japan,74,male,1
701341,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,India,44,female,1
874020,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,Australia,46,male,1
841330,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,China,59,female,1
221126,0.8,0.8,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,India,65,male,1
970975,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,Brazil,41,female,1
828365,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Germany,44,male,1
161045,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,France,25,male,1
762340,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,USA,22,female,1
694995,0.2,0.2,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,France,58,male,1
252353,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,France,74,female,1
371051,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,China,46,female,1
315260,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,Australia,64,male,1
213165,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,China,58,male,1
542910,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Australia,38,female,1
702829,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,China,58,male,1
278080,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Brazil,44,female,1
726350,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Germany,70,female,1
187854,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,UK,69,male,1
106114,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Japan,49,female,1
398652,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Australia,36,male,1
906957,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,USA,68,female,1
747967,0.2,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,USA,69,female,1
705790,0.2,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,France,24,female,1
751626,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,China,55,male,1
803982,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,Japan,40,male,1
347322,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,France,53,female,1
750170,0.2,0.8,0.2,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,Germany,25,male,1
785227,0.8,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,China,75,female,1
130013,0.2,0.2,0.8,0.2,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,USA,75,female,1
284224,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Brazil,31,female,1
384448,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,India,47,female,1
630420,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Canada,36,male,1
161332,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,India,42,male,1
143946,0.2,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,Canada,66,female,1
381525,0.2,0.8,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,China,30,male,1
285370,0.8,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,India,40,male,1
640756,0.8,0.8,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,Germany,45,female,1
396307,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Japan,36,male,1
592088,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,UK,21,female,1
235482,0.2,0.2,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,Australia,44,male,1
281982,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,France,28,male,1
101431,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,Canada,45,male,1
383832,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,UK,22,female,1
595726,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,France,30,female,1
463256,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,Australia,68,female,1
550630,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,China,19,female,1
526027,0.2,0.2,0.2,0.8,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,France,73,female,1
769341,0.8,0.8,0.8,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,UK,41,female,1
465337,0.8,0.2,0.8,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,UK,57,male,1
892273,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Japan,48,female,1
996278,0.8,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,France,43,male,1
557927,0.8,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Japan,62,female,1
693009,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Germany,66,female,1
256952,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Brazil,39,female,1
490383,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Australia,48,male,1
187165,0.8,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,India,58,female,1
283603,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Brazil,24,male,1
550030,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,UK,25,male,1
967084,0.8,0.2,0.8,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.2,0.2,UK,70,male,1
547328,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,Japan,45,female,1
849985,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,India,41,female,1
255611,0.8,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,France,46,female,1
500167,0.8,0.8,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Canada,40,female,1
411896,0.8,0.2,0.8,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,USA,37,male,1
145684,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,UK,47,female,1
622143,0.2,0.8,0.2,0.8,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,Germany,36,male,1
791747,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Canada,28,male,1
769644,0.2,0.8,0.8,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,France,39,female,1
304753,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Brazil,37,female,1
228086,0.8,0.2,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,UK,33,female,1
290184,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Australia,26,female,1
243176,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,France,38,female,1
632523,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,India,32,male,1
482130,0.8,0.8,0.8,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,Australia,59,female,1
986034,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Japan,40,female,1
753965,0.2,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,Germany,40,female,1
838801,0.2,0.8,0.8,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Brazil,58,female,1
333657,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,USA,35,male,1
419829,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,France,59,female,1
986177,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,China,34,female,1
828219,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,Australia,51,female,1
216788,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Australia,29,male,1
866544,0.8,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,France,72,male,1
893310,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Australia,40,male,1
430171,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,UK,34,female,1
435986,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.2,0.2,0.2,0.2,USA,47,female,1
948053,0.8,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,India,23,male,1
250465,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,India,19,male,1
516626,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,China,32,female,1
892911,0.8,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,Canada,42,male,1
922847,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,France,39,female,1
128578,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,Brazil,58,male,1
275355,0.2,0.8,0.2,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,China,23,male,1
396825,0.2,0.8,0.8,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,France,64,male,1
954153,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,UK,26,male,1
687818,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.8,0.2,0.2,0.2,0.2,Japan,30,female,1
702025,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,Brazil,33,male,1
424202,0.8,0.8,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,Brazil,29,female,1
387382,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.2,0.2,0.2,Germany,33,female,1
857619,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Australia,75,male,1
285678,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Brazil,64,male,1
593984,0.8,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,USA,33,female,1
384519,0.2,0.2,0.8,0.2,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,Brazil,58,male,1
976937,0.2,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,India,70,male,1
518611,0.8,0.8,0.2,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,Brazil,55,female,1
546264,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,India,46,female,1
904848,0.2,0.2,0.8,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,India,61,male,1
414047,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,China,50,female,1
